3.625       35.4        
3.875       58.9        
4.125       57.5        
4.375       108.9       
4.625       126.7       
4.875       117.3       
5.125       174.1       
5.375       191.3       
5.625       214.1       
5.875       216.4       
6.125       308.1       
6.375       288.2       
6.625       297.8       
6.875       299.2       
7.125       411.7       
7.375       348.9       
7.625       386.1       
7.875       392.8       
8.125       356.9       
8.375       318.0       
8.625       380.6       
8.875       387.8       
9.125       431.2       
9.375       390.4       
9.625       490.8       
9.875       367.3 
